,names,scores,pvals,pvals_adj
20174,SULF2,0.43084857,0.6665784861,1
20175,SPATA13,0.43058008,0.6667737382,1
20176,SFMBT2,0.43013257,0.6670992087,1
20177,MANEA-AS1,0.42995358,0.6672294144,1
20178,ARRB1,0.42950606,0.6675549725,1
20179,KLHL2,0.42368865,0.6717929034,1
20180,CCDC88A,0.42073518,0.6739484784,1
20181,LYL1,0.42064565,0.6740138408,1
20182,TGFBR1,0.4197507,0.6746675998,1
20183,KBTBD11,0.4167077,0.6768922153,1
20184,ZNF738,0.41312775,0.6795130224,1
20185,RUFY3,0.4077578,0.6834514976,1
20186,TRMT61A,0.4077578,0.6834514976,1
20187,TFEB,0.40453583,0.6858187327,1
20188,ATXN1,0.40086636,0.6885185097,1
20189,APEX2,0.40023988,0.6889798453,1
20190,CHML,0.39701793,0.6913542524,1
20191,TMED8,0.39290094,0.6943926371,1
20192,SENCR,0.39182696,0.6951860699,1
20193,TOR4A,0.39057398,0.6961121635,1
20194,NRIP1,0.388784,0.6974359405,1
20195,MFNG,0.388605,0.697568369,1
20196,CYFIP1,0.38735202,0.6984956258,1
20197,ATG4B,0.38529354,0.700019953,1
20198,SWSAP1,0.38395104,0.7010147313,1
20199,LRMP,0.38216105,0.7023419001,1
20200,F11R,0.38108706,0.7031386374,1
20201,HEATR6,0.3803711,0.7036699769,1
20202,SIAH2,0.3798341,0.7040685766,1
20203,GNS,0.3796551,0.7042014612,1
20204,CXorf23,0.3794761,0.7043343548,1
20205,C9orf69,0.3794761,0.7043343548,1
20206,WDR48,0.37670162,0.7063953584,1
20207,B3GAT2,0.37580663,0.7070606586,1
20208,ZNF441,0.37249517,0.709524212,1
20209,TNFRSF10A,0.37034717,0.7111238199,1
20210,PPP3CC,0.3699892,0.7113905451,1
20211,SOX4,0.36846772,0.7125245212,1
20212,CCRL2,0.3664092,0.7140597359,1
20213,NADSYN1,0.3606813,0.7183377163,1
20214,PDCD4,0.36023378,0.7186723077,1
20215,UBR4,0.3589808,0.7196094503,1
20216,SENP1,0.3579963,0.7203460726,1
20217,APOL2,0.35692233,0.7211499566,1
20218,TNRC18,0.35602733,0.7218200954,1
20219,FAM63A,0.35549033,0.7222222813,1
20220,LTB4R,0.35459536,0.7228927616,1
20221,S100B,0.35298437,0.7241001621,1
20222,IKBKB,0.3492254,0.7269200961,1
20223,AKNA,0.34528744,0.7298782851,1
20224,TBC1D22A,0.34475046,0.7302819872,1
20225,TAF8,0.34134948,0.7328404991,1
20226,DEPTOR,0.3411705,0.7329752402,1
20227,PI4K2B,0.3408125,0.733244747,1
20228,SLTM,0.3395595,0.7341882797,1
20229,NLRP1,0.33472654,0.7378313695,1
20230,RASSF3,0.33418956,0.7382365227,1
20231,KIAA1328,0.33257857,0.7394524183,1
20232,ARHGAP18,0.33257857,0.7394524183,1
20233,DCAF15,0.33239958,0.739587558,1
20234,LDLRAD4,0.33168358,0.7401281975,1
20235,NBPF12,0.32362866,0.7462191818,1
20236,AGO4,0.3202277,0.7487957247,1
20237,TRIM69,0.3196907,0.7492028046,1
20238,CLCN7,0.31790072,0.7505602418,1
20239,DGAT1,0.31611073,0.7519184516,1
20240,MAPKAP1,0.31539476,0.752461951,1
20241,HECTD4,0.31432077,0.7532774302,1
20242,BAK1,0.31396276,0.7535493178,1
20243,CNOT10,0.30841383,0.7577674644,1
20244,RNF220,0.30214888,0.7625385654,1
20245,TMC6,0.29695794,0.766498619,1
20246,MFSD8,0.29552597,0.7675921268,1
20247,IFIH1,0.29230398,0.7700542086,1
20248,ZNF800,0.290156,0.7716968867,1
20249,LCORL,0.289261,0.7723816385,1
20250,ASCC3,0.28890303,0.772655589,1
20251,PIKFYVE,0.28657606,0.7744369559,1
20252,SETD1B,0.28603905,0.7748482096,1
20253,TNFSF10,0.28586006,0.7749853083,1
20254,NUPL1,0.28568107,0.7751224139,1
20255,PRDM2,0.28541255,0.7753280855,1
20256,NKIRAS2,0.2812061,0.7785523231,1
20257,RNF170,0.27968463,0.7797194793,1
20258,SMAD4,0.27905813,0.7802002175,1
20259,FES,0.27816314,0.7808871322,1
20260,IL3RA,0.27744713,0.7814367871,1
20261,ZNF25,0.27726814,0.7815742179,1
20262,SLC12A2,0.27628365,0.7823302092,1
20263,APOLD1,0.27610466,0.7824676842,1
20264,ARHGAP27,0.26992923,0.7872147068,1
20265,ARMCX4,0.26115832,0.7939704261,1
20266,STAT2,0.2549829,0.7987363266,1
20267,YKT6,0.2525664,0.800603298,1
20268,RANBP9,0.25131342,0.8015718067,1
20269,GAR1,0.25113443,0.80171019,1
20270,MANSC1,0.24862844,0.8036482076,1
20271,DDX10,0.24827044,0.8039251661,1
20272,FLOT2,0.24540648,0.8061417177,1
20273,POU2F1,0.23905204,0.8110652316,1
20274,LEPRE1,0.23842554,0.8115510569,1
20275,WWC3,0.23797806,0.8118981194,1
20276,POLR2A,0.23645656,0.8130784079,1
20277,CARS,0.23645656,0.8130784079,1
20278,WDFY3,0.23556158,0.8137728938,1
20279,EML3,0.23538257,0.8139118086,1
20280,SATB1,0.23430859,0.81474542,1
20281,AKT1S1,0.23144461,0.816969407,1
20282,TRPV2,0.23126562,0.8171084553,1
20283,ZNF451,0.22902814,0.8188470437,1
20284,STRIP1,0.22034673,0.8256011285,1
20285,FAM91A1,0.21963073,0.8261587503,1
20286,MED13L,0.21945174,0.8262981694,1
20287,DVL3,0.21855675,0.8269953473,1
20288,MIA3,0.21801975,0.8274137196,1
20289,LEMD3,0.21801975,0.8274137196,1
20290,TAP1,0.2134553,0.8309718497,1
20291,RAI2,0.21336581,0.8310416518,1
20292,SLC25A28,0.2126498,0.8316001171,1
20293,PAG1,0.2122918,0.8318793816,1
20294,KBTBD2,0.21103883,0.8328569743,1
20295,ADRBK1,0.20817485,0.8350924404,1
20296,PTDSS1,0.2045949,0.8378886458,1
20297,SEC16A,0.2042369,0.8381683796,1
20298,ATP6V1A,0.19994093,0.8415267706,1
20299,N4BP1,0.19958295,0.8418067676,1
20300,RAB12,0.19636098,0.8443276369,1
20301,ACVR2A,0.194213,0.8460091042,1
20302,ASL,0.193855,0.8462894172,1
20303,MBD6,0.19260202,0.8472706656,1
20304,HLA-F,0.19242302,0.8474108633,1
20305,NUMB,0.18794806,0.8509173641,1
20306,JARID2,0.18669508,0.851899716,1
20307,TBC1D10A,0.18633708,0.8521804302,1
20308,RNF144B,0.18043014,0.8568148928,1
20309,POLG,0.17881916,0.8580797015,1
20310,IPO7,0.17828216,0.8585013855,1
20311,GRASP,0.17720817,0.8593448745,1
20312,PPIL2,0.17631319,0.8600479047,1
20313,DGKE,0.1750602,0.8610323333,1
20314,TRAF3IP1,0.17443371,0.8615246287,1
20315,AHCYL2,0.17389672,0.8619466389,1
20316,VPS18,0.1737177,0.8620873178,1
20317,ATAD5,0.17335972,0.8623686886,1
20318,INPP4A,0.17327021,0.8624390341,1
20319,ACER3,0.17201723,0.8634239845,1
20320,PSEN1,0.17112224,0.8641276506,1
20321,EDEM3,0.17058524,0.864549902,1
20322,CTA-445C9.15,0.17022724,0.8648314245,1
20323,LMLN,0.17004825,0.8649721921,1
20324,HAUS4,0.16986924,0.8651129641,1
20325,RP11-890B15.3,0.16915326,0.8656760946,1
20326,PPARD,0.16915326,0.8656760946,1
20327,MTMR1,0.16727377,0.8671546361,1
20328,GSAP,0.16646829,0.8677884393,1
20329,ALPK1,0.1656628,0.8684223275,1
20330,LINC01011,0.1656628,0.8684223275,1
20331,MARS,0.1654838,0.8685632031,1
20332,MAP3K5,0.1651258,0.8688449667,1
20333,PPFIA3,0.1651258,0.8688449667,1
20334,TMEM199,0.16342531,0.8701835708,1
20335,TRIM65,0.16199332,0.871311105,1
20336,RP11-35G9.3,0.16163534,0.8715930295,1
20337,CA2,0.16145633,0.8717339979,1
20338,HDX,0.16127734,0.8718749704,1
20339,FAM105B,0.16109835,0.8720159469,1
20340,GPATCH3,0.16074035,0.8722979122,1
20341,SPR,0.16047184,0.8725093967,1
20342,SLC27A3,0.15984535,0.8730028962,1
20343,DAPK1,0.15939786,0.873355426,1
20344,GBP1,0.15895036,0.8737079811,1
20345,XAF1,0.15859237,0.8739900431,1
20346,UBE2O,0.15832387,0.8742016002,1
20347,ACSS2,0.15832387,0.8742016002,1
20348,GPR75-ASB3,0.15778688,0.8746247413,1
20349,GTPBP2,0.15689188,0.8753300561,1
20350,ARHGAP44,0.15653388,0.8756122097,1
20351,RAB11FIP3,0.15554939,0.8763882138,1
20352,HECTD3,0.1548334,0.876952655,1
20353,TBC1D5,0.1544754,0.8772348991,1
20354,LRRC8B,0.15375942,0.8777994341,1
20355,ADCK5,0.15304342,0.8783640313,1
20356,DNASE1L3,0.15286443,0.8785051903,1
20357,ZNF789,0.15268543,0.8786463531,1
20358,RP11-38P22.2,0.15259592,0.878716936,1
20359,DNMT1,0.15232743,0.8789286903,1
20360,CCDC132,0.15232743,0.8789286903,1
20361,XPR1,0.15008995,0.8806936455,1
20362,RP11-295G20.2,0.14955296,0.8811173233,1
20363,CPD,0.14937396,0.8812585568,1
20364,KDM2B,0.14937396,0.8812585568,1
20365,SIRT1,0.14883697,0.8816822799,1
20366,SLC45A1,0.14883697,0.8816822799,1
20367,LDOC1L,0.14847897,0.8819647808,1
20368,APBA3,0.14812097,0.8822472967,1
20369,HAUS2,0.1453465,0.8844373003,1
20370,C7orf60,0.1453465,0.8844373003,1
20371,CDH23,0.1446305,0.8850026066,1
20372,ZNF197,0.14454101,0.885073274,1
20373,SLC9C1,0.14391452,0.8855679714,1
20374,ZDHHC13,0.14391452,0.8855679714,1
20375,TCF19,0.14391452,0.8855679714,1
20376,HIST1H2AC,0.14203504,0.8870523305,1
20377,SENP6,0.14042406,0.8883249539,1
20378,KIAA0226,0.14024505,0.8884663743,1
20379,CHIC1,0.13988706,0.8887492259,1
20380,INPP5E,0.13970806,0.8888906569,1
20381,USHBP1,0.13747059,0.8906588423,1
20382,RHOQ,0.13729158,0.8908003208,1
20383,NUP155,0.13675459,0.8912247769,1
20384,ZNF500,0.1365756,0.8913662693,1
20385,MYLPF,0.1363966,0.8915077651,1
20386,SYNJ1,0.1363966,0.8915077651,1
20387,PHKA2,0.1363966,0.8915077651,1
20388,MLKL,0.1363966,0.8915077651,1
20389,RP11-473M20.9,0.1356806,0.8920737827,1
20390,GBP5,0.1356806,0.8920737827,1
20391,ZNF251,0.13550161,0.8922152957,1
20392,CACNB3,0.13415912,0.8932767524,1
20393,RP3-525N10.2,0.13344313,0.8938429409,1
20394,BANP,0.13326412,0.8939844965,1
20395,NETO2,0.13201115,0.89497548,1
20396,PRKAR2B,0.13183214,0.8951170625,1
20397,MAP2K6,0.13165314,0.8952586483,1
20398,IQSEC3,0.13165314,0.8952586483,1
20399,NHLRC2,0.13147415,0.8954002375,1
20400,DOPEY2,0.13147415,0.8954002375,1
20401,RAB33B,0.12995267,0.8966038795,1
20402,FAM222B,0.12887867,0.8974536526,1
20403,C4orf29,0.12852068,0.8977369365,1
20404,TBC1D23,0.12834167,0.8978785833,1
20405,SOCS6,0.12825218,0.8979494079,1
20406,H2AFX,0.12807319,0.8980910597,1
20407,FAM13A,0.12762569,0.8984452031,1
20408,NLK,0.12762569,0.8984452031,1
20409,TAF13,0.12762569,0.8984452031,1
20410,TAL1,0.12485121,0.9006413415,1
20411,KIAA0141,0.124761716,0.9007121974,1
20412,NUP205,0.123777226,0.9014916647,1
20413,UPRT,0.123777226,0.9014916647,1
20414,LZTS1,0.123598225,0.9016333963,1
20415,CCDC117,0.12350873,0.9017042632,1
20416,RP11-395A13.2,0.12306123,0.9020586097,1
20417,TTYH3,0.12306123,0.9020586097,1
20418,RBP7,0.12189774,0.9029800018,1
20419,ADAM10,0.12153975,0.9032635334,1
20420,RBMS2,0.12136075,0.9034053039,1
20421,INPP5D,0.12010776,0.9043977829,1
20422,FAM73B,0.11957077,0.9048231768,1
20423,TMC7,0.119033776,0.9052485981,1
20424,YEATS2,0.118675776,0.9055322274,1
20425,VPS16,0.118675776,0.9055322274,1
20426,FGD4,0.11831778,0.9058158687,1
20427,KDM3B,0.116885796,0.9069505539,1
20428,CCDC92,0.1166173,0.9071633286,1
20429,LINC01023,0.1164383,0.9073051821,1
20430,DGKZ,0.1161698,0.9075179679,1
20431,DHX57,0.115901306,0.9077307603,1
20432,NFATC1,0.11402182,0.9092204918,1
20433,TNFRSF10D,0.11312684,0.9099300003,1
20434,KSR1,0.11312684,0.9099300003,1
20435,SPTLC2,0.11079986,0.9117750572,1
20436,GNL3L,0.11017337,0.912271885,1
20437,CSNK1G1,0.10945737,0.9128397302,1
20438,SIPA1L1,0.10927837,0.9129816984,1
20439,COX15,0.10874138,0.9134076198,1
20440,MSH6,0.10784639,0.9141175441,1
20441,FAM219A,0.10730939,0.9145435315,1
20442,OCRL,0.1068619,0.9148985399,1
20443,MAPK12,0.1065934,0.915111553,1
20444,PREX1,0.1065934,0.915111553,1
20445,PPP2R5B,0.10641441,0.9152535651,1
20446,FAM221A,0.10623541,0.91539558,1
20447,IL27RA,0.10605641,0.9155375976,1
20448,ANKRD50,0.10525092,0.9161767099,1
20449,TRIM22,0.10525092,0.9161767099,1
20450,C18orf25,0.104713924,0.9166028148,1
20451,CEP192,0.102565944,0.9183074732,1
20452,RP11-468E2.4,0.102386944,0.9184495451,1
20453,STRN4,0.10202895,0.9187336968,1
20454,SREBF2,0.10184995,0.9188757765,1
20455,ADNP2,0.10104446,0.9195151673,1
20456,C4orf33,0.10086546,0.9196572612,1
20457,STX18,0.09997047,0.9203677691,1
20458,TAF1,0.09988097,0.9204388234,1
20459,E4F1,0.09818049,0.9217889752,1
20460,CDK10,0.097554,0.9222864566,1
20461,ZNF600,0.097017,0.9227128934,1
20462,CD163L1,0.09621151,0.9233525902,1
20463,EPB41,0.094690025,0.9245610414,1
20464,PACRGL,0.093705535,0.9253430733,1
20465,ATP13A1,0.09361604,0.9254141707,1
20466,AGPAT5,0.09361604,0.9254141707,1
20467,ZDHHC14,0.09343704,0.9255563673,1
20468,PYROXD1,0.09343704,0.9255563673,1
20469,ABCA5,0.09325804,0.9256985663,1
20470,HLA-DOA,0.091557555,0.9270495743,1
20471,TRAPPC11,0.09084156,0.9276184829,1
20472,GATAD2B,0.090752065,0.9276895991,1
20473,RAB2B,0.09066257,0.9277607158,1
20474,KLHL5,0.09039407,0.9279740696,1
20475,RIN3,0.09030457,0.9280451886,1
20476,AP4B1,0.09021507,0.9281163083,1
20477,CYP4X1,0.09012557,0.9281874285,1
20478,DMTF1,0.09003607,0.9282585493,1
20479,ADAT1,0.089946575,0.9283296707,1
20480,LINC00987,0.08940958,0.9287564108,1
20481,SEMA4C,0.08842509,0.929538821,1
20482,C16orf72,0.0875301,0.930250162,1
20483,KIAA1429,0.087172106,0.9305347141,1
20484,TCAIM,0.08609811,0.9313884234,1
20485,SLC25A33,0.08574012,0.9316730108,1
20486,GLI4,0.08574012,0.9316730108,1
20487,MAU2,0.08547162,0.931886457,1
20488,DISP1,0.08538212,0.9319576069,1
20489,ZNF117,0.08538212,0.9319576069,1
20490,TTC21B,0.085203126,0.9320999082,1
20491,PRDM1,0.085203126,0.9320999082,1
20492,PMS2,0.08296564,0.9338788563,1
20493,HELZ2,0.08296564,0.9338788563,1
20494,MTF1,0.08278665,0.9340211865,1
20495,INPPL1,0.08260765,0.9341635188,1
20496,PAXBP1,0.08224966,0.9344481898,1
20497,ICK,0.082070656,0.9345905285,1
20498,GRAMD4,0.08135466,0.9351599039,1
20499,SIK3,0.08126517,0.9352310781,1
20500,BRWD3,0.08001217,0.936227572,1
20501,TNKS2,0.07911719,0.9369394145,1
20502,ATG2B,0.07804319,0.9377936921,1
20503,IVNS1ABP,0.07804319,0.9377936921,1
20504,KCNMB4,0.07661121,0.9389328401,1
20505,CMPK2,0.07365774,0.9412827248,1
20506,PIP4K2B,0.07329974,0.9415675945,1
20507,SOCS5,0.07312075,0.9417100322,1
20508,CASC15,0.07240476,0.9422798013,1
20509,SPRED1,0.07231525,0.9423510245,1
20510,FNIP1,0.07088327,0.9434906585,1
20511,SYNC,0.07088327,0.9434906585,1
20512,CHST14,0.06963028,0.9444879331,1
20513,TGIF2,0.06963028,0.9444879331,1
20514,RNF24,0.06891429,0.9450578436,1
20515,DEDD,0.0681983,0.9456277821,1
20516,GTF3C2,0.0681983,0.9456277821,1
20517,MTURN,0.0681088,0.9456990264,1
20518,GLYR1,0.06748231,0.9461977484,1
20519,UVSSA,0.067392804,0.9462689962,1
20520,ZBTB11,0.066408314,0.9470527495,1
20521,LPIN1,0.06587132,0.947480273,1
20522,ATHL1,0.06506583,0.9481215865,1
20523,RP11-630C16.2,0.064439334,0.9486204092,1
20524,C11orf30,0.063991845,0.9489767234,1
20525,IFIT3,0.062291358,0.95033081,1
20526,LRRC8C,0.062201858,0.9504020818,1
20527,ITGA10,0.061754365,0.9507584463,1
20528,ABHD12,0.05915889,0.9528255527,1
20529,EOGT,0.0582639,0.9535384223,1
20530,RUSC2,0.057368908,0.9542513291,1
20531,TTPAL,0.05647392,0.9549642725,1
20532,HS2ST1,0.05647392,0.9549642725,1
20533,WDR83,0.05638442,0.9550355688,1
20534,TOPBP1,0.05611592,0.9552494599,1
20535,NFASC,0.055936925,0.9553920558,1
20536,FAM76B,0.055936925,0.9553920558,1
20537,KCTD18,0.055757925,0.9555346531,1
20538,FAM199X,0.05548943,0.9557485518,1
20539,BTBD2,0.054952435,0.9561763586,1
20540,ZSWIM8,0.054773435,0.9563189637,1
20541,ATP13A2,0.05369945,0.9571746234,1
20542,CCDC88C,0.05262546,0.9580303325,1
20543,TMEM100,0.05173047,0.9587434604,1
20544,ATG13,0.05173047,0.9587434604,1
20545,ZMYM6,0.05155147,0.9588860899,1
20546,FAM98C,0.05155147,0.9588860899,1
20547,HBA1,0.051372472,0.9590287208,1
20548,SNX19,0.050387982,0.9598132139,1
20549,MAP2K7,0.050208982,0.9599558532,1
20550,ZDHHC17,0.04976149,0.9603124571,1
20551,SSFA2,0.04958249,0.9604551009,1
20552,KMT2D,0.04949299,0.9605264233,1
20553,CDK5RAP1,0.048777,0.9610970135,1
20554,SEC24B,0.048598,0.9612396642,1
20555,SLC25A32,0.047166016,0.962380914,1
20556,NIN,0.046897516,0.962594907,1
20557,FLYWCH1,0.04671852,0.9627375705,1
20558,SCAP,0.04582353,0.9634509058,1
20559,NFX1,0.04474954,0.9643069467,1
20560,CRY1,0.044033546,0.9648776635,1
20561,CRYBG3.1,0.04179607,0.9666612683,1
20562,LPCAT2,0.040274587,0.9678742154,1
20563,P2RY8,0.039290097,0.9686591033,1
20564,PTPN1,0.039111096,0.9688018134,1
20565,TP73-AS1,0.038663603,0.9691585932,1
20566,ATRN,0.03794761,0.9697294537,1
20567,ITPR2,0.03687362,0.9705857734,1
20568,SHROOM4,0.035620634,0.9715848559,1
20569,OAS2,0.03508364,0.9720130478,1
20570,ATP11C,0.03490464,0.9721557803,1
20571,HOXC6,0.034546643,0.9724412478,1
20572,ACSL5,0.033741154,0.9730835627,1
20573,GTF3C1,0.03195117,0.9745109909,1
20574,MESDC1,0.03186167,0.9745823645,1
20575,MBP,0.031324677,0.9750106103,1
20576,ITPR1,0.030608686,0.9755816159,1
20577,SLFN12,0.030340187,0.9757957463,1
20578,AGPAT3,0.02702872,0.9784368258,1
20579,ARSA,0.026491728,0.978865132,1
20580,HK1,0.024791244,0.9802214746,1
20581,LMF2,0.023717256,0.9810781418,1
20582,EEF2K,0.023717256,0.9810781418,1
20583,GLTSCR1L,0.02335926,0.9813637024,1
20584,CBFA2T2,0.02228527,0.9822203984,1
20585,FKBP14,0.021479778,0.9828629339,1
20586,RABL6,0.021300782,0.9830057211,1
20587,TSHZ1,0.020584788,0.9835768753,1
20588,VPS13B,0.020226792,0.9838624556,1
20589,TRIM56,0.018973805,0.9848620025,1
20590,PITPNC1,0.018615808,0.9851475918,1
20591,PIK3CB,0.016736327,0.9866469659,1
20592,SLC12A7,0.016199334,0.9870753674,1
20593,JMJD8,0.016020335,0.9872181688,1
20594,CIC,0.015662339,0.9875037727,1
20595,TMOD3,0.014677849,0.9882891915,1
20596,BCAR1,0.0145883495,0.9883605938,1
20597,ALAS1,0.014409351,0.9885033987,1
20598,CLIC3,0.014230354,0.9886462039,1
20599,CEPT1,0.014140855,0.9887176066,1
20600,KIAA1468,0.011992876,0.9904312984,1
20601,PIK3C2A,0.01163488,0.9907169182,1
20602,MAP3K7CL,0.01163488,0.9907169182,1
20603,KRIT1,0.010202895,0.9918594089,1
20604,BTN2A2,0.009844898,0.9921450343,1
20605,PHF21A,0.009218405,0.9926448811,1
20606,DENND4B,0.008681411,0.9930733235,1
20607,FCF1,0.007607422,0.9939302143,1
20608,ZZEF1,0.007607422,0.9939302143,1
20609,TNFRSF25,0.006891429,0.9945014787,1
20610,ARIH1,0.0065334328,0.994787112,1
20611,CLASP2,0.0063544344,0.9949299289,1
20612,AARS,0.0051014475,0.9959296515,1
20613,ZNF276,0.0048329504,0.9961438786,1
20614,STXBP1,0.0044749537,0.9964295153,1
20615,HMGCS1,0.004295956,0.9965723338,1
20616,SEMA6B,0.0016109834,0.9987146218,1
20617,MGA,0.0016109834,0.9987146218,1
20618,RP11-488C13.5,0.0014319853,0.9988574415,1
20619,S100PBP,0.0008949908,0.9992859008,1
20620,FOXJ2,0.00062649354,0.9995001305,1
20621,TAZ,-0.0004474954,0.9996429503,1
20622,KDM1A,-0.0008949908,0.9992859008,1
20623,AP1B1,-0.0020584788,0.9983575727,1
20624,CYB561A3,-0.002147978,0.9982861629,1
20625,ARRDC2,-0.0025059741,0.998000524,1
20626,SGIP1,-0.0025954733,0.9979291143,1
20627,CASP10,-0.0026849722,0.9978577046,1
20628,MALT1,-0.0048329504,0.9961438786,1
20629,TRAPPC12,-0.006891429,0.9945014787,1
20630,TNKS,-0.009307904,0.9925734742,1
20631,AVPR2,-0.011366383,0.9909311338,1
20632,ZNF350,-0.011724379,0.9906455131,1
20633,KIAA0319L,-0.011992876,0.9904312984,1
20634,CYB5D1,-0.015214844,0.9878607798,1
20635,GAK,-0.015930835,0.9872895696,1
20636,MAP2K2,-0.015930835,0.9872895696,1
20637,KCNA5,-0.016378332,0.9869325665,1
20638,CENPC,-0.017899815,0.9857187761,1
20639,ATP1B1,-0.019868795,0.9841480379,1
20640,OAS3,-0.02040579,0.9837196652,1
20641,NIPAL3,-0.02326976,0.9814350929,1
20642,MTMR6,-0.024164751,0.9807211944,1
20643,TECPR1,-0.02434375,0.9805784166,1
20644,TBC1D17,-0.025954733,0.9792934443,1
20645,RSAD2,-0.026760224,0.9786509782,1
20646,MAPK8,-0.026939223,0.9785082098,1
20647,CNOT11,-0.02711822,0.9783654421,1
20648,GAS2L1,-0.027476218,0.9780799087,1
20649,PIK3C2B,-0.027834214,0.9777943782,1
20650,PLCB1,-0.028460708,0.9772947067,1
20651,PLOD2,-0.028550206,0.9772233257,1
20652,YTHDF3,-0.0289977,0.9768664239,1
20653,LYPLA2,-0.029445197,0.9765095266,1
20654,RNF44,-0.03007169,0.9760098784,1
20655,ERAP1,-0.031324677,0.9750106103,1
20656,STIM1,-0.031324677,0.9750106103,1
20657,AC007246.3,-0.03392015,0.9729408245,1
20658,ITPKB,-0.03597863,0.9712993991,1
20659,ZNF280D,-0.036515623,0.9708712209,1
20660,CARD10,-0.039200597,0.9687304582,1
20661,SBF2,-0.039558593,0.9684450399,1
20662,EIF4G3,-0.04179607,0.9666612683,1
20663,OTUD4,-0.043228056,0.9655197415,1
20664,AP1G1,-0.043944046,0.9649490044,1
20665,GIT1,-0.044302043,0.9646636426,1
20666,FBXO18,-0.04466004,0.9643782853,1
20667,ISY1,-0.045018036,0.9640929326,1
20668,TTC19,-0.047434513,0.9621669238,1
20669,INO80D,-0.049224492,0.9607403923,1
20670,FAM193B,-0.050208982,0.9599558532,1
20671,CUL4A,-0.050298482,0.9598845334,1
20672,RASA2,-0.05065648,0.9595992574,1
20673,YTHDF1,-0.051103972,0.9592426696,1
20674,ATF7IP2,-0.05343095,0.9573885461,1
20675,NRP2,-0.05405744,0.956889398,1
20676,ZFC3H1,-0.05441544,0.9566041781,1
20677,GALK1,-0.057637405,0.9540374532,1
20678,USP12,-0.057637405,0.9540374532,1
20679,MAML2,-0.0580849,0.9536810007,1
20680,APOL6,-0.058353398,0.9534671336,1
20681,EFCAB4A,-0.059785385,0.9523265664,1
20682,RP11-736K20.5,-0.061664864,0.9508297204,1
20683,DSTYK,-0.06193336,0.9506158993,1
20684,RNF144A,-0.062291358,0.95033081,1
20685,CCNY,-0.06506583,0.9481215865,1
20686,NTHL1,-0.065602824,0.9476940404,1
20687,PCNX,-0.06936178,0.9447016462,1
20688,PIK3IP1,-0.07195726,0.942635922,1
20689,PCMTD2,-0.07213626,0.9424934724,1
20690,ASXL2,-0.07321025,0.9416388131,1
20691,PRKD2,-0.075805716,0.9395736659,1
20692,USP31,-0.07884869,0.9371529772,1
20693,CSTF2,-0.08233915,0.9343770213,1
20694,CDR2L,-0.08233915,0.9343770213,1
20695,PLEKHA8,-0.08233915,0.9343770213,1
20696,SLC16A14,-0.08233915,0.9343770213,1
20697,WDR90,-0.08233915,0.9343770213,1
20698,B3GNT8,-0.08233915,0.9343770213,1
20699,SLC9B2,-0.08233915,0.9343770213,1
20700,LRRC45,-0.08233915,0.9343770213,1
20701,MOCS1,-0.08233915,0.9343770213,1
20702,DCAF17,-0.08233915,0.9343770213,1
20703,TARBP2,-0.08233915,0.9343770213,1
20704,GDPD3,-0.08233915,0.9343770213,1
20705,PDK1,-0.08233915,0.9343770213,1
20706,TRIM68,-0.08233915,0.9343770213,1
20707,VSIG2,-0.08233915,0.9343770213,1
20708,GPRASP2,-0.08233915,0.9343770213,1
20709,SPATA7,-0.08233915,0.9343770213,1
20710,AC002310.12,-0.08233915,0.9343770213,1
20711,ST6GALNAC3,-0.08233915,0.9343770213,1
20712,SH3BP5L,-0.08233915,0.9343770213,1
20713,USP51,-0.08233915,0.9343770213,1
20714,ACP6,-0.08233915,0.9343770213,1
20715,RP11-412D9.4,-0.08233915,0.9343770213,1
20716,ALG9,-0.08233915,0.9343770213,1
20717,ACTA1,-0.08233915,0.9343770213,1
20718,RP11-617D20.1,-0.08233915,0.9343770213,1
20719,ADCY5,-0.08233915,0.9343770213,1
20720,RP11-589P10.5,-0.08233915,0.9343770213,1
20721,HLX,-0.08251815,0.9342346858,1
20722,LIN7C,-0.083234146,0.9336653649,1
20723,THBD,-0.08448713,0.9326691351,1
20724,AC002117.1,-0.08636661,0.9311749886,1
20725,CDH19,-0.08645611,0.9311038448,1
20726,ZNF415,-0.08645611,0.9311038448,1
20727,DDX51,-0.08645611,0.9311038448,1
20728,C9orf40,-0.08645611,0.9311038448,1
20729,AP5S1,-0.08645611,0.9311038448,1
20730,CDC42EP5,-0.08645611,0.9311038448,1
20731,KIT,-0.08645611,0.9311038448,1
20732,AP4S1,-0.08645611,0.9311038448,1
20733,MBD5,-0.08645611,0.9311038448,1
20734,RP11-110I1.13,-0.08645611,0.9311038448,1
20735,ZNF746,-0.08645611,0.9311038448,1
20736,EPHA3,-0.08645611,0.9311038448,1
20737,CREB3L4,-0.08645611,0.9311038448,1
20738,NOS2,-0.08645611,0.9311038448,1
20739,ANGPTL7,-0.08645611,0.9311038448,1
20740,ALG11,-0.08645611,0.9311038448,1
20741,RP11-295P9.3,-0.08645611,0.9311038448,1
20742,GMEB2,-0.08645611,0.9311038448,1
20743,LINC00926,-0.08645611,0.9311038448,1
20744,ABCB10,-0.08645611,0.9311038448,1
20745,PCDHB10,-0.08645611,0.9311038448,1
20746,LYSMD4,-0.08645611,0.9311038448,1
20747,ZNF793,-0.08645611,0.9311038448,1
